time,G(i),H_sun,T2m,WS10m,Int
20230726:1411,203.05,52.47,16.1,9.1,0
20230726:1511,188.35,46.17,16.31,8.83,0
20230726:1611,108.41,38.23,16.3,8.41,0
20230726:1711,99.23,29.49,16.38,7.59,0
20230726:1811,84.53,20.5,16.4,7.86,0
20230726:1911,43.18,11.69,16.37,7.59,0
20230726:2011,1.72,3.4,16.22,7.66,0
20230726:2111,0,0,16.12,7.31,0
20230726:2211,0,0,16.04,7.03,0
20230726:2311,0,0,15.94,7.03,0
20230727:0011,0,0,15.88,6.97,0
20230727:0111,0,0,15.76,6.83,0
20230727:0211,0,0,15.68,6.48,0
20230727:0311,0,0,15.56,5.79,0
20230727:0411,0,0,15.38,5.52,0
20230727:0511,2.58,2.17,15.26,5.17,0
20230727:0611,43.92,10.37,15.21,5.24,0
20230727:0711,110.82,19.14,15.36,5.38,0
20230727:0811,285.67,28.13,15.58,5.66,0
20230727:0911,410.77,36.92,15.78,5.66,0
20230727:1011,450.75,45,16.22,5.31,0
20230727:1111,693.74,51.57,16.32,4.97,0
20230727:1211,640.42,55.5,16.55,4.83,0
20230727:1311,707.41,55.76,16.84,4.69,0
20230727:1411,437.2,52.27,16.92,4.76,0
20230727:1511,328.89,45.98,16.74,4.9,0
20230727:1611,268.54,38.05,16.38,4.83,0
20230727:1711,150.12,29.31,16.06,4.83,0
20230727:1811,149.33,20.33,15.45,5.1,0
20230727:1911,21.13,11.51,14.99,5.38,0
20230727:2011,3.44,3.21,14.65,5.24,0
20230727:2111,0,0,14.34,5.03,0
20230727:2211,0,0,14.12,5.86,0
20230727:2311,0,0,14.22,6.48,0
20230728:0011,0,0,14.55,6.83,0
20230728:0111,0,0,14.61,7.38,0
20230728:0211,0,0,14.62,7.52,0
20230728:0311,0,0,14.72,7.59,0
20230728:0411,0,0,14.85,7.72,0
20230728:0511,1.72,1.98,14.87,8.07,0
20230728:0611,49.09,10.19,14.99,8.76,0
20230728:0711,156.32,18.97,15.29,9.17,0
20230728:0811,222.91,27.95,15.38,9.93,0
20230728:0911,408.12,36.74,15.47,10,0
20230728:1011,233.33,44.81,15.69,9.66,0
20230728:1111,380.96,51.36,15.41,10.21,0
20230728:1211,662.43,55.27,15.38,9.93,0
20230728:1311,566.72,55.53,15.06,9.93,0
20230728:1411,427.29,52.05,14.94,9.72,0
20230728:1511,188.35,45.79,14.82,9.79,0
20230728:1611,208.05,37.87,14.66,9.24,0
20230728:1711,316.02,29.14,14.43,9.31,0
20230728:1811,78.09,20.15,14.4,8.69,0
20230728:1911,72.03,11.33,14.8,8.21,0
20230728:2011,3.44,3.02,14.71,8.28,0
20230728:2111,0,0,14.58,8.41,0
20230728:2211,0,0,14.29,9.17,0
20230728:2311,0,0,14.09,9.59,0
20230729:0011,0,0,14.05,9.72,0
20230729:0111,0,0,13.98,9.66,0
20230729:0211,0,0,13.93,9.79,0
20230729:0311,0,0,13.94,9.59,0
20230729:0411,0,0,14.06,9.38,0
20230729:0511,4.31,1.79,14.04,10.07,0
20230729:0611,24.11,10.01,14.28,10,0
20230729:0711,149.06,18.79,14.46,9.79,0
20230729:0811,292.35,27.77,14.68,9.79,0
20230729:0911,424.1,36.56,14.73,10.14,0
20230729:1011,706.72,44.62,15.08,10.9,0
20230729:1111,830.34,51.14,15.21,10.41,0
20230729:1211,610.99,55.04,15.26,10.28,0
20230729:1311,384.59,55.3,15.22,10.69,0
20230729:1411,732.18,51.83,15.61,10.9,0
20230729:1511,459.69,45.59,15.8,10.83,0
20230729:1611,356.13,37.68,15.63,10.76,0
20230729:1711,202.91,28.95,15.71,10.21,0
20230729:1811,128.67,19.97,15.48,10.07,0
20230729:1911,70.05,11.14,15.3,9.66,0
20230729:2011,3.44,2.83,14.86,10.34,0
20230729:2111,0,0,14.56,9.59,0
20230729:2211,0,0,14.1,10.07,0
20230729:2311,0,0,14.22,9.38,0
20230730:0011,0,0,14.37,9.31,0
20230730:0111,0,0,14.4,9.17,0
20230730:0211,0,0,14.43,8.76,0
20230730:0311,0,0,14.6,8,0
20230730:0411,0,0,14.58,7.24,0
20230730:0511,0.86,1.59,14.71,6.21,0
20230730:0611,56.84,9.82,14.81,6.21,0
20230730:0711,107.18,18.61,14.98,5.86,0
20230730:0811,66.15,27.59,15.06,5.17,0
20230730:0911,78.09,36.38,15.08,4.69,0
20230730:1011,98.31,44.42,15.09,6.07,0
20230730:1111,130.46,50.93,15.41,7.93,0
20230730:1211,153.43,54.81,16.09,8.41,0
20230730:1311,114.85,55.06,16.3,9.17,0
20230730:1411,82.69,51.61,16.66,10.48,0
20230730:1511,153.43,45.38,16.84,10.34,0
20230730:1611,250.13,37.48,16.94,10.83,0
20230730:1711,135.25,28.76,16.77,10.41,0
20230730:1811,96.37,19.78,16.64,9.86,0
20230730:1911,11.03,10.95,16.48,10.14,0
20230730:2011,1.72,2.63,16.26,10.48,0
20230730:2111,0,0,16.15,10.55,0
20230730:2211,0,0,16.05,10.34,0
20230730:2311,0,0,15.95,9.72,0
20230731:0011,0,0,15.73,9.79,0
20230731:0111,0,0,15.69,10.07,0
20230731:0211,0,0,15.58,9.93,0
20230731:0311,0,0,15.47,9.1,0
20230731:0411,0,0,15.3,9.24,0
20230731:0511,0.86,1.4,15.15,8.14,0
20230731:0611,13.78,9.63,15.09,7.79,0
20230731:0711,30.32,18.42,15.14,8.55,0
20230731:0811,49.61,27.41,14.84,8.69,0
20230731:0911,170.14,36.19,14.83,9.38,0
20230731:1011,308.7,44.22,14.99,9.38,0
20230731:1111,512.31,50.71,15.28,9.72,0
20230731:1211,380.07,54.57,15.62,10.21,0
20230731:1311,209.48,54.82,15.83,10.76,0
20230731:1411,265.94,51.38,16.08,9.79,0
20230731:1511,742.44,45.16,15.73,8.69,0
20230731:1611,626.3,37.28,15.82,8.83,0
20230731:1711,195.31,28.57,15.96,9.24,0
20230731:1811,183.96,19.59,15.79,9.17,0
20230731:1911,63.19,10.75,15.52,8.55,0
20230731:2011,1.72,2.42,15.06,7.86,0
20230731:2111,0,0,14.63,7.03,0
20230731:2211,0,0,14.52,7.86,0
20230731:2311,0,0,14.58,7.86,0
20230801:0011,0,0,14.53,7.52,0
20230801:0111,0,0,14.09,6.9,0
20230801:0211,0,0,14.05,7.1,0
20230801:0311,0,0,14.22,6.55,0
20230801:0411,0,0,14.26,6,0
20230801:0511,0,0,14.36,5.24,0
20230801:0611,52.54,9.44,14.44,5.03,0
20230801:0711,144.37,18.24,14.85,4.48,0
20230801:0811,193.97,27.23,15.27,4.69,0
20230801:0911,259.28,35.99,15.49,4.76,0
20230801:1011,414.29,44.01,15.46,5.1,0
20230801:1111,514.77,50.48,15.39,5.45,0
20230801:1211,390.94,54.33,15.19,5.72,0
20230801:1311,226.02,54.57,15.14,5.17,0
20230801:1411,576.57,51.14,15.16,4.9,0
20230801:1511,140.57,44.94,15.48,3.66,0
20230801:1611,257,37.08,15.87,3.59,0
20230801:1711,79.93,28.37,16.05,5.31,0
20230801:1811,79.93,19.39,16,6.97,0
20230801:1911,65.17,10.54,15.58,8.48,0
20230801:2011,0.86,2.21,15.23,8,0
20230801:2111,0,0,15.38,7.86,0
20230801:2211,0,0,14.99,8.07,0
20230801:2311,0,0,15.25,6.69,0
20230802:0011,0,0,15.52,5.86,0
20230802:0111,0,0,15.46,4.41,0
20230802:0211,0,0,15.25,3.24,0
20230802:0311,0,0,15.05,1.59,0
20230802:0411,0,0,14.73,0.9,0
20230802:0511,0,0,14.27,2.76,0
20230802:0611,52.54,9.25,14.08,4.83,0
20230802:0711,112.5,18.05,14.23,6.21,0
20230802:0811,169.6,27.04,14.51,7.17,0
20230802:0911,133.22,35.8,14.8,7.17,0
20230802:1011,365.65,43.8,15.61,7.1,0
20230802:1111,143.33,50.25,16.65,7.17,0
20230802:1211,159.86,54.08,17.19,7.59,0
20230802:1311,458.18,54.32,17.52,7.86,0
20230802:1411,487.4,50.9,17.18,8.28,0
20230802:1511,366.9,44.72,16.96,9.1,0
20230802:1611,437.13,36.86,16.92,9.1,0
20230802:1711,242.61,28.16,16.78,8.48,0
20230802:1811,139.26,19.18,16.54,8.14,0
20230802:1911,54.28,10.33,15.98,8.34,0
20230802:2011,1.72,1.99,15.54,8.55,0
20230802:2111,0,0,15.19,8.14,0
20230802:2211,0,0,14.88,7.52,0
20230802:2311,0,0,14.51,7.17,0
20230803:0011,0,0,14.28,7.1,0
20230803:0111,0,0,14.32,6.97,0
20230803:0211,0,0,14.32,6.97,0
20230803:0311,0,0,14.31,7.1,0
20230803:0411,0,0,14.26,7.17,0
20230803:0511,0,0,14.14,7.24,0
20230803:0611,47.37,9.05,14.1,7.45,0
20230803:0711,64.31,17.86,14.16,7.59,0
20230803:0811,280.47,26.85,14.36,7.93,0
20230803:0911,348.6,35.6,14.72,8.07,0
20230803:1011,539.89,43.59,14.79,8.34,0
20230803:1111,457.19,50.02,15.25,8.83,0
20230803:1211,447.71,53.83,15.36,9.31,0
20230803:1311,413.44,54.06,15.59,9.59,0
20230803:1411,727.16,50.65,15.77,9.45,0
20230803:1511,382.65,44.49,15.79,9.1,0
20230803:1611,281.92,36.64,15.66,8.28,0
20230803:1711,200.99,27.95,15.48,7.93,0
20230803:1811,154.22,18.97,15.27,7.66,0
20230803:1911,60.54,10.12,15.15,7.72,0
20230803:2011,0.86,1.77,14.71,7.03,0
20230803:2111,0,0,14.27,6.48,0
20230803:2211,0,0,13.81,6.62,0
20230803:2311,0,0,13.61,5.79,0
20230804:0011,0,0,13.35,5.72,0
20230804:0111,0,0,13.17,5.66,0
20230804:0211,0,0,13.03,5.86,0
20230804:0311,0,0,12.94,5.79,0
20230804:0411,0,0,12.76,5.17,0
20230804:0511,0,0,12.76,4.34,0
20230804:0611,48.23,8.86,12.91,3.38,0
20230804:0711,91.81,17.67,13.27,2.9,0
20230804:0811,119.44,26.65,13.65,2.69,0
20230804:0911,129.55,35.4,14.12,2.62,0
20230804:1011,155.27,43.37,14.37,2.41,0
20230804:1111,165.38,49.78,14.76,3.38,0
20230804:1211,163.54,53.57,14.66,3.45,0
20230804:1311,176.4,53.8,14.47,3.86,0
20230804:1411,186.51,50.4,14.32,4.48,0
20230804:1511,104.74,44.25,14.16,4.97,0
20230804:1611,194.97,36.42,14.15,5.59,0
20230804:1711,38.59,27.73,13.95,6.21,0
20230804:1811,56.04,18.75,13.8,6.83,0
20230804:1911,42.29,9.9,13.49,7.93,0
20230804:2011,0.86,1.54,13.49,8.21,0
20230804:2111,0,0,13.34,8.41,0
20230804:2211,0,0,13.3,9.52,0
20230804:2311,0,0,13.29,9.45,0
20230805:0011,0,0,13.67,6.41,0
20230805:0111,0,0,13.61,4.41,0
20230805:0211,0,0,12.87,7.31,0
20230805:0311,0,0,12.34,10,0
20230805:0411,0,0,12.65,9.86,0
20230805:0511,0,0,12.81,8.97,0
20230805:0611,39.62,8.66,12.87,8.34,0
20230805:0711,146.37,17.48,13.14,8.62,0
20230805:0811,358.5,26.46,13.6,8.48,0
20230805:0911,535.36,35.2,14.35,8.48,0
20230805:1011,562.42,43.16,14.44,8.07,0
20230805:1111,654.5,49.54,14.82,8,0
20230805:1211,971.38,53.31,15.15,8,0
20230805:1311,994.13,53.53,15.35,8.34,0
20230805:1411,957.34,50.14,15.62,8.34,0
20230805:1511,846.4,44.01,15.79,7.79,0
20230805:1611,665.47,36.19,15.9,7.59,0
20230805:1711,454.69,27.51,15.74,7.38,0
20230805:1811,234.04,18.53,15.6,6.62,0
20230805:1911,45.6,9.67,15.23,5.66,0
20230805:2011,0.86,1.3,14.67,4.76,0
20230805:2111,0,0,14.18,4.48,0
20230805:2211,0,0,13.63,4,0
20230805:2311,0,0,13.37,4.34,0
20230806:0011,0,0,13.45,4.48,0
20230806:0111,0,0,13.43,4.55,0
20230806:0211,0,0,13.53,4.97,0
20230806:0311,0,0,13.63,5.31,0
20230806:0411,0,0,13.58,5.31,0
20230806:0511,0,0,13.75,5.24,0
20230806:0611,48.23,8.45,13.92,5.1,0
20230806:0711,131.49,17.28,14.33,5.31,0
20230806:0811,216.5,26.26,14.81,5.24,0
20230806:0911,427.89,35,14.95,5.24,0
20230806:1011,804.92,42.94,14.86,5.59,0
20230806:1111,940.59,49.3,15.17,5.79,0
20230806:1211,1010.23,53.05,15.49,6.14,0
20230806:1311,729.94,53.26,15.69,6.48,0
20230806:1411,729.56,49.88,15.59,6.62,0
20230806:1511,696.71,43.76,15.64,6.62,0
20230806:1611,580.25,35.96,15.19,6.55,0
20230806:1711,372.04,27.28,15.02,6.55,0
20230806:1811,124.38,18.3,14.78,6.14,0
20230806:1911,36.75,9.44,14.74,5.45,0
20230806:2011,0,0,14.33,4.34,0
20230806:2111,0,0,14.06,3.31,0
20230806:2211,0,0,13.63,3.17,0
20230806:2311,0,0,13.52,3.31,0
20230807:0011,0,0,13.52,3.38,0
20230807:0111,0,0,13.77,3.17,0
20230807:0211,0,0,13.65,3.45,0
20230807:0311,0,0,13.7,4,0
20230807:0411,0,0,13.72,4.28,0
20230807:0511,0,0,13.99,4.28,0
20230807:0611,12.92,8.25,14.19,4.48,0
20230807:0711,38.59,17.08,14.52,3.79,0
20230807:0811,109.33,26.06,14.69,4.34,0
20230807:0911,174.07,34.79,15.01,5.38,0
20230807:1011,300.15,42.71,14.8,5.1,0
20230807:1111,717.33,49.05,15.12,5.66,0
20230807:1211,338.81,52.78,15.29,5.38,0
20230807:1311,250.87,52.98,15.2,5.17,0
20230807:1411,265.23,49.61,15.13,4.97,0
20230807:1511,441.2,43.51,15.44,4.34,0
20230807:1611,363.67,35.71,15.33,3.1,0
20230807:1711,202.38,27.05,15.42,1.79,0
20230807:1811,89.99,18.07,15.5,0.48,0
20230807:1911,52.96,9.21,15.42,1.17,0
20230807:2011,0,0,15.23,2.28,0
20230807:2111,0,0,14.96,2.9,0
20230807:2211,0,0,14.97,3.1,0
20230807:2311,0,0,14.69,3.38,0
20230808:0011,0,0,14.52,3.52,0
20230808:0111,0,0,14.41,3.45,0
20230808:0211,0,0,14.15,3.72,0
20230808:0311,0,0,13.77,3.79,0
20230808:0411,0,0,13.51,3.45,0
20230808:0511,0,0,13.37,3.17,0
20230808:0611,38.76,8.04,13.34,3.1,0
20230808:0711,74.87,16.88,13.61,2.97,0
20230808:0811,70.74,25.86,14.02,2.9,0
20230808:0911,107.5,34.58,14.65,2.76,0
20230808:1011,110.25,42.48,14.91,2.76,0
20230808:1111,220,48.8,15.26,2.83,0
20230808:1211,271.59,52.5,15.62,2.55,0
20230808:1311,407.02,52.7,16.1,2.48,0
20230808:1411,476.02,49.34,16.39,2.62,0
20230808:1511,457.51,43.25,16.68,2.55,0
20230808:1611,247.79,35.47,16.91,2.34,0
20230808:1711,121.53,26.81,16.9,1.86,0
20230808:1811,126.26,17.83,16.9,1.38,0
20230808:1911,38.58,8.96,16.63,1.38,0
20230808:2011,0,0,15.96,1.03,0
20230808:2111,0,0,15.3,1.31,0
20230808:2211,0,0,15.87,2.07,0
20230808:2311,0,0,15.84,3.03,0
20230809:0011,0,0,15.9,3.1,0
20230809:0111,0,0,15.94,3.31,0
20230809:0211,0,0,16.07,4.28,0
20230809:0311,0,0,16.24,4.55,0
20230809:0411,0,0,16.21,4.97,0
20230809:0511,0,0,16.28,5.31,0
20230809:0611,33.59,7.83,16.47,5.17,0
20230809:0711,70.74,16.68,16.51,5.17,0
20230809:0811,135.06,25.66,16.7,4.9,0
20230809:0911,245.51,34.37,16.97,4.83,0
20230809:1011,340.46,42.26,17.58,4.41,0
20230809:1111,460.78,48.55,17.87,4.48,0
20230809:1211,489.93,52.23,18.12,4.48,0
20230809:1311,986.34,52.41,18.3,4.07,0
20230809:1411,948.82,49.06,18.33,3.52,0
20230809:1511,805.06,42.98,18.51,2.76,0
20230809:1611,649.23,35.22,18.75,2.34,0
20230809:1711,444.22,26.57,18.94,1.79,0
20230809:1811,225.49,17.59,19.18,0.62,0
20230809:1911,40.66,8.72,19.77,0.69,0
20230809:2011,0,0,19.22,1.45,0
20230809:2111,0,0,19.06,2.9,0
20230809:2211,0,0,18.61,4.97,0
20230809:2311,0,0,17.73,6.48,0
20230810:0011,0,0,16.89,6.69,0
20230810:0111,0,0,16.39,7.03,0
20230810:0211,0,0,16.22,7.31,0
20230810:0311,0,0,16.22,7.52,0
20230810:0411,0,0,16.4,7.52,0
20230810:0511,0,0,16.63,7.38,0
20230810:0611,25.84,7.62,16.96,7.52,0
20230810:0711,98.63,16.47,17.14,7.66,0
20230810:0811,160,25.45,17.48,8.21,0
20230810:0911,252,34.15,17.96,8.69,0
20230810:1011,322.96,42.02,18.59,8.97,0
20230810:1111,159.86,48.29,19.08,9.45,0
20230810:1211,178.24,51.94,19,8.97,0
20230810:1311,404.88,52.12,19.16,9.03,0
20230810:1411,165.38,48.77,19.46,8.9,0
20230810:1511,136.9,42.71,19.01,8.9,0
20230810:1611,264.15,34.96,18.83,8.14,0
20230810:1711,138.37,26.32,18.37,8.28,0
20230810:1811,123.78,17.34,17.83,7.72,0
20230810:1911,50.62,8.47,17.25,7.59,0
20230810:2011,0,0,16.89,6.76,0
20230810:2111,0,0,16.63,6.41,0
20230810:2211,0,0,16.3,6.97,0
20230810:2311,0,0,16.1,7.59,0
20230811:0011,0,0,16.02,7.79,0
20230811:0111,0,0,15.87,8.41,0
20230811:0211,0,0,15.78,7.86,0
20230811:0311,0,0,15.77,8.69,0
20230811:0411,0,0,15.62,8.55,0
20230811:0511,0,0,15.36,9.1,0
20230811:0611,28.42,7.41,15.14,9.1,0
20230811:0711,137.98,16.27,15.39,8.97,0
20230811:0811,294.93,25.25,15.7,9.24,0
20230811:0911,274.83,33.93,16.1,10.14,0
20230811:1011,228.82,41.79,16.72,10.48,0
20230811:1111,323.77,48.03,16.6,11.1,0
20230811:1211,350.29,51.66,16.07,10.83,0
20230811:1311,274.55,51.83,16.21,10.9,0
20230811:1411,368.25,48.49,16.76,10.9,0
20230811:1511,358.44,42.44,16.6,10.83,0
20230811:1611,579.19,34.7,16.62,10.62,0
20230811:1711,217.66,26.06,16.5,10.69,0
20230811:1811,168.51,17.09,16.17,10.9,0
20230811:1911,8.27,8.21,16.22,11.45,0
20230811:2011,0,0,15.92,11.86,0
20230811:2111,0,0,15.74,11.93,0
20230811:2211,0,0,15.51,12.28,0
20230811:2311,0,0,15.57,12.41,0
20230812:0011,0,0,15.48,11.79,0
20230812:0111,0,0,15.5,11.03,0
20230812:0211,0,0,15.61,10.41,0
20230812:0311,0,0,15.69,10,0
20230812:0411,0,0,15.51,9.31,0
20230812:0511,0,0,15.55,9.31,0
20230812:0611,32.73,7.2,15.55,10.34,0
20230812:0711,79.02,16.06,15.44,10.41,0
20230812:0811,172.28,25.04,15.63,10.55,0
20230812:0911,193.56,33.72,15.71,9.79,0
20230812:1011,545.64,41.55,15.91,9.72,0
20230812:1111,391.96,47.76,16.13,9.59,0
20230812:1211,329.71,51.37,16.4,10,0
20230812:1311,466.02,51.53,16.37,10.34,0
20230812:1411,455.88,48.19,16.45,10.55,0
20230812:1511,228,42.16,16.4,10.34,0
20230812:1611,442.5,34.43,16.22,10,0
20230812:1711,249.68,25.8,16.16,9.52,0
20230812:1811,64.31,16.83,15.92,8.9,0
20230812:1911,42.68,7.95,15.55,8.14,0
20230812:2011,0,0,15.16,7.93,0
20230812:2111,0,0,14.93,7.38,0
20230812:2211,0,0,14.83,7.86,0
20230812:2311,0,0,14.85,7.72,0
20230813:0011,0,0,14.83,7.79,0
20230813:0111,0,0,14.78,8.28,0
20230813:0211,0,0,14.73,8.41,0
20230813:0311,0,0,14.63,8,0
20230813:0411,0,0,14.57,7.72,0
20230813:0511,0,0,14.61,7.45,0
20230813:0611,33.59,6.98,14.65,6.97,0
20230813:0711,132.35,15.85,14.79,6.69,0
20230813:0811,279.46,24.82,14.96,6.41,0
20230813:0911,247.46,33.49,15.21,6.55,0
20230813:1011,383.05,41.31,15.6,7.79,0
20230813:1111,793.82,47.5,15.87,7.59,0
20230813:1211,542,51.08,16.16,7.38,0
20230813:1311,598.07,51.22,16.09,7.17,0
20230813:1411,557.56,47.89,15.73,6.97,0
20230813:1511,598.15,41.88,15.77,6.62,0
20230813:1611,352.96,34.16,15.83,6.28,0
20230813:1711,275.88,25.54,15.74,5.79,0
20230813:1811,119.56,16.57,15.61,5.31,0
20230813:1911,41.78,7.68,15.41,4.48,0
20230813:2011,0,0,15.1,3.52,0
20230813:2111,0,0,14.85,3.03,0
20230813:2211,0,0,14.6,2.76,0
20230813:2311,0,0,14.51,2.69,0
20230814:0011,0,0,14.51,3.03,0
20230814:0111,0,0,14.36,3.1,0
20230814:0211,0,0,14.27,2.69,0
20230814:0311,0,0,14.5,2.48,0
20230814:0411,0,0,14.67,2.48,0
20230814:0511,0,0,14.79,3.1,0
20230814:0611,24.98,6.76,14.75,3.66,0
20230814:0711,111.94,15.64,15.01,4,0
20230814:0811,295.87,24.61,15.37,4.48,0
20230814:0911,277.59,33.27,15.91,4.69,0
20230814:1011,685.91,41.06,16.47,4.9,0
20230814:1111,616.65,47.23,16.85,5.1,0
20230814:1211,801.33,50.78,16.79,5.45,0
20230814:1311,1016.42,50.91,16.9,5.93,0
20230814:1411,958.45,47.59,16.9,6.28,0
20230814:1511,832.46,41.59,16.86,6.55,0
20230814:1611,648.41,33.89,16.78,6.62,0
20230814:1711,436.1,25.27,16.61,6.69,0
20230814:1811,210.11,16.3,16.53,6.69,0
20230814:1911,32.96,7.41,16.14,6.14,0
20230814:2011,0,0,15.52,5.52,0
20230814:2111,0,0,15.25,5.1,0
20230814:2211,0,0,15,4.97,0
20230814:2311,0,0,14.7,5.03,0
20230815:0011,0,0,14.64,4.83,0
20230815:0111,0,0,14.48,4.41,0
20230815:0211,0,0,14.42,4,0
20230815:0311,0,0,14.34,3.86,0
20230815:0411,0,0,14.25,3.86,0
20230815:0511,0,0,14.32,3.93,0
20230815:0611,24.11,6.55,14.45,4,0
20230815:0711,99.73,15.42,14.81,4.07,0
20230815:0811,198.63,24.4,15.31,4.14,0
20230815:0911,215.71,33.04,15.64,3.72,0
20230815:1011,343.53,40.82,15.84,2.62,0
20230815:1111,557.98,46.95,16.38,2.28,0
20230815:1211,578.3,50.48,16.66,2.48,0
20230815:1311,418.23,50.6,16.81,3.45,0
20230815:1411,445.54,47.29,16.8,4.14,0
20230815:1511,550.17,41.3,16.69,4.34,0
20230815:1611,628.5,33.6,16.7,4.48,0
20230815:1711,311.68,25,16.53,4.21,0
20230815:1811,125.54,16.03,16.5,3.86,0
20230815:1911,40.3,7.14,16.2,3.31,0
20230815:2011,0,0,15.46,2.69,0
20230815:2111,0,0,14.88,2.48,0
20230815:2211,0,0,14.54,2.34,0
20230815:2311,0,0,14.24,2.14,0
20230816:0011,0,0,14.18,1.93,0
20230816:0111,0,0,13.76,1.79,0
20230816:0211,0,0,13.55,1.59,0
20230816:0311,0,0,13.22,1.24,0
20230816:0411,0,0,13.01,1.24,0
20230816:0511,0,0,12.9,1.31,0
20230816:0611,33.59,6.32,13.2,1.24,0
20230816:0711,110.83,15.21,13.79,1.52,0
20230816:0811,196.04,24.18,14.44,1.17,0
20230816:0911,306.77,32.82,15.21,1.03,0
20230816:1011,446.7,40.57,16.05,1.24,0
20230816:1111,925.78,46.68,16.34,1.72,0
20230816:1211,1040.93,50.18,16.6,1.66,0
20230816:1311,1008.71,50.29,16.96,1.66,0
20230816:1411,328.14,46.97,17.11,1.59,0
20230816:1511,763.94,41,17.27,1.17,0
20230816:1611,597.82,33.32,17.71,0.76,0
20230816:1711,420.34,24.72,18.13,0.69,0
20230816:1811,138.17,15.75,18.42,1.03,0
20230816:1911,31,6.86,18.23,1.59,0
20230816:2011,0,0,17.75,2.41,0
20230816:2111,0,0,17.11,3.24,0
20230816:2211,0,0,16.94,3.72,0
20230816:2311,0,0,16.71,5.1,0
20230817:0011,0,0,16.08,5.52,0
20230817:0111,0,0,15.41,5.86,0
20230817:0211,0,0,14.76,6.55,0
20230817:0311,0,0,14.3,6.62,0
20230817:0411,0,0,14.09,6.07,0
20230817:0511,0,0,14.28,6.55,0
20230817:0611,31.87,6.1,14.53,6.9,0
20230817:0711,68.48,14.99,14.88,7.1,0
20230817:0811,113.99,23.96,15.58,7.45,0
20230817:0911,322.56,32.58,16.63,6.9,0
20230817:1011,544.13,40.32,17.49,6.48,0
20230817:1111,642.75,46.4,18.68,6.62,0
20230817:1211,421.11,49.87,19.75,6.97,0
20230817:1311,615.83,49.97,20.27,8.34,0
20230817:1411,419.42,46.66,20.47,8.69,0
20230817:1511,358.02,40.69,20.28,9.1,0
20230817:1611,187.97,33.03,19.91,9.03,0
20230817:1711,131.49,24.43,19.42,8.83,0
20230817:1811,89.28,15.47,18.95,8.41,0
20230817:1911,24.98,6.57,18.35,8.14,0
20230817:2011,0,0,17.67,8.28,0
20230817:2111,0,0,17.33,8.21,0
20230817:2211,0,0,17.05,7.17,0
20230817:2311,0,0,16.84,6.14,0
20230818:0011,0,0,16.74,6.69,0
20230818:0111,0,0,16.66,7.66,0
20230818:0211,0,0,16.6,8.14,0
20230818:0311,0,0,16.64,8.34,0
20230818:0411,0,0,16.61,8.34,0
20230818:0511,0,0,16.56,8.28,0
20230818:0611,8.61,5.88,16.54,7.93,0
20230818:0711,33.08,14.77,16.71,8,0
20230818:0811,79.01,23.74,17.02,8.07,0
20230818:0911,168.11,32.35,17.6,8.34,0
20230818:1011,133.22,40.06,17.81,9.24,0
20230818:1111,429.32,46.11,18.16,9.03,0
20230818:1211,188.35,49.56,18.4,9.17,0
20230818:1311,233.55,49.64,18.73,9.45,0
20230818:1411,90.96,46.34,19.37,8.48,0
20230818:1511,67.99,40.39,18.85,8.34,0
20230818:1611,69.83,32.73,18.14,8.34,0
20230818:1711,64.31,24.15,17.95,8.41,0
20230818:1811,16.54,15.19,17.69,8.9,0
20230818:1911,24.98,6.28,17.74,9.93,0
20230818:2011,0,0,17.47,10,0
20230818:2111,0,0,17.34,9.59,0
20230818:2211,0,0,17.46,9.03,0
20230818:2311,0,0,17.44,7.45,0
20230819:0011,0,0,17.44,4.97,0
20230819:0111,0,0,17.35,3.1,0
20230819:0211,0,0,17.07,2.21,0
20230819:0311,0,0,16.65,7.66,0
20230819:0411,0,0,16.31,10.41,0
20230819:0511,0,0,16.13,11.03,0
20230819:0611,29.28,5.65,15.96,10.9,0
20230819:0711,103.96,14.55,16.19,10.83,0
20230819:0811,164.14,23.52,16.59,10.97,0
20230819:0911,158.33,32.12,16.57,11.1,0
20230819:1011,291.31,39.81,16.58,11.03,0
20230819:1111,433.44,45.83,16.61,11.52,0
20230819:1211,333.04,49.25,16.51,10.21,0
20230819:1311,470,49.31,16.89,10.41,0
20230819:1411,651.57,46.01,16.75,10.48,0
20230819:1511,656.84,40.08,16.72,10.97,0
20230819:1611,341.05,32.43,16.89,10.41,0
20230819:1711,56.04,23.86,16.44,9.59,0
20230819:1811,92.31,14.9,16.1,9.17,0
20230819:1911,27.56,5.99,16.11,8.76,0
20230819:2011,0,0,15.8,8.69,0
20230819:2111,0,0,15.8,8.9,0
20230819:2211,0,0,15.82,9.38,0
20230819:2311,0,0,15.75,9.17,0
20230820:0011,0,0,15.79,8.76,0
20230820:0111,0,0,15.64,8.76,0
20230820:0211,0,0,15.68,8.83,0
20230820:0311,0,0,15.48,8.76,0
20230820:0411,0,0,15.35,9.1,0
20230820:0511,0,0,15.68,9.17,0
20230820:0611,23.25,5.43,15.63,9.45,0
20230820:0711,118.59,14.33,15.51,9.31,0
20230820:0811,282.97,23.29,15.8,8.97,0
20230820:0911,269.03,31.88,16.07,10,0
20230820:1011,745.5,39.55,16.6,9.86,0
20230820:1111,566.46,45.54,17.02,10.76,0
20230820:1211,382.01,48.93,17.13,11.03,0
