time,G(i),H_sun,T2m,WS10m,Int
20230701:2111,0,0,13.94,7.24,0
20230701:2211,0,0,13.8,7.1,0
20230701:2311,0,0,13.8,7.52,0
20230702:0011,0,0,13.66,7.66,0
20230702:0111,0,0,13.61,7.93,0
20230702:0211,0,0,13.63,8,0
20230702:0311,0,0,13.61,7.86,0
20230702:0411,0,0,13.5,7.79,0
20230702:0511,12.06,5.66,13.44,7.86,0
20230702:0611,62.87,13.75,13.57,8.07,0
20230702:0711,102.4,22.45,13.66,8.55,0
20230702:0811,135.06,31.42,13.82,9.03,0
20230702:0911,330.04,40.29,14.02,9.38,0
20230702:1011,128.63,48.52,13.9,9.59,0
20230702:1111,484.66,55.29,13.97,9.93,0
20230702:1211,539,59.34,14.23,9.38,0
20230702:1311,506.49,59.44,14.22,9.52,0
20230702:1411,636.56,55.55,14.32,9.59,0
20230702:1511,770.85,48.88,14.59,9.52,0
20230702:1611,536.03,40.69,14.43,9.24,0
20230702:1711,235.85,31.84,14.37,9.03,0
20230702:1811,156.78,22.86,14.14,8.9,0
20230702:1911,88.56,14.14,13.76,8.62,0
20230702:2011,5.17,6.02,13.48,8.41,0
20230702:2111,0,0,12.93,7.86,0
20230702:2211,0,0,12.73,8.62,0
20230702:2311,0,0,12.71,8.48,0
20230703:0011,0,0,12.55,8,0
20230703:0111,0,0,12.32,7.66,0
20230703:0211,0,0,12.4,7.59,0
20230703:0311,0,0,12.45,9.1,0
20230703:0411,0,0,12.53,9.72,0
20230703:0511,16.36,5.58,12.21,8.69,0
20230703:0611,72.34,13.67,11.92,7.52,0
20230703:0711,137.72,22.37,12.03,6.83,0
20230703:0811,258.75,31.34,12.58,7.03,0
20230703:0911,546.98,40.2,13.29,7.38,0
20230703:1011,432.47,48.44,13.41,7.66,0
20230703:1111,435.78,55.2,13.9,8.14,0
20230703:1211,506.02,59.26,14,8.76,0
20230703:1311,497.53,59.37,14.26,9.1,0
20230703:1411,765.28,55.5,14,9.31,0
20230703:1511,696.09,48.84,14.13,8.83,0
20230703:1611,469.74,40.66,13.82,8.55,0
20230703:1711,352.6,31.81,13.91,9.03,0
20230703:1811,181.91,22.83,13.97,8.69,0
20230703:1911,83.95,14.11,13.55,8.21,0
20230703:2011,31,5.98,13.27,7.45,0
20230703:2111,0,0,12.97,7.1,0
20230703:2211,0,0,12.74,7.59,0
20230703:2311,0,0,12.68,7.17,0
20230704:0011,0,0,12.67,6.41,0
20230704:0111,0,0,12.71,6.14,0
20230704:0211,0,0,12.41,6.21,0
20230704:0311,0,0,12.28,6.14,0
20230704:0411,0,0,12.26,5.93,0
20230704:0511,28.42,5.49,12.23,5.52,0
20230704:0611,82.68,13.58,12.51,5.31,0
20230704:0711,184.02,22.28,12.87,5.59,0
20230704:0811,203.36,31.25,13.33,5.52,0
20230704:0911,260.79,40.11,13.61,5.45,0
20230704:1011,344.17,48.34,14.27,6.14,0
20230704:1111,651.51,55.11,14.22,6.14,0
20230704:1211,544.66,59.17,14.18,6.07,0
20230704:1311,542.59,59.29,14.22,6.55,0
20230704:1411,316.47,55.44,14.18,7.1,0
20230704:1511,617.9,48.79,14.5,8.07,0
20230704:1611,352.65,40.62,14.41,8.34,0
20230704:1711,448.57,31.77,14.21,8.07,0
20230704:1811,255.39,22.79,13.98,7.66,0
20230704:1911,91.63,14.07,13.68,7.17,0
20230704:2011,28.42,5.94,13.49,6.55,0
20230704:2111,0,0,13.21,5.79,0
20230704:2211,0,0,13.15,5.03,0
20230704:2311,0,0,13.11,5.03,0
20230705:0011,0,0,12.84,5.72,0
20230705:0111,0,0,12.87,6.34,0
20230705:0211,0,0,12.8,6.83,0
20230705:0311,0,0,12.79,7.31,0
20230705:0411,0,0,12.79,7.17,0
20230705:0511,25.84,5.39,12.78,7.17,0
20230705:0611,68.9,13.48,12.85,7.31,0
20230705:0711,0,0,13.1,7.03,0
20230705:0811,331.31,31.15,13.54,6.9,0
20230705:0911,397.18,40.02,13.93,6.9,0
20230705:1011,347.48,48.25,14.23,8.14,0
20230705:1111,709.11,55.01,14.45,8.48,0
20230705:1211,419.78,59.07,14.57,8.34,0
20230705:1311,608.21,59.21,14.93,8.28,0
20230705:1411,636.66,55.37,14.88,8.28,0
20230705:1511,419.52,48.74,15.05,8.48,0
20230705:1611,424.8,40.57,15.08,8.28,0
20230705:1711,250.01,31.73,14.69,8.14,0
20230705:1811,98.31,22.75,14.26,7.79,0
20230705:1911,66.23,14.02,14.25,7.79,0
20230705:2011,4.31,5.88,13.61,7.24,0
20230705:2111,0,0,13.24,6.9,0
20230705:2211,0,0,13.27,6.9,0
20230705:2311,0,0,13.27,7.31,0
20230706:0011,0,0,13.59,7.38,0
20230706:0111,0,0,13.72,7.17,0
20230706:0211,0,0,13.63,6.97,0
20230706:0311,0,0,13.68,6.97,0
20230706:0411,0,0,13.6,7.38,0
20230706:0511,3.44,5.29,13.51,7.93,0
20230706:0611,16.36,13.38,13.57,8.62,0
20230706:0711,95.55,22.08,13.68,8.28,0
20230706:0811,67.99,31.06,13.75,8.48,0
20230706:0911,128.63,39.92,13.76,9.31,0
20230706:1011,153.43,48.14,14.18,9.93,0
20230706:1111,227.85,54.91,14.63,11.17,0
20230706:1211,142.41,58.97,15.27,11.24,0
20230706:1311,118.52,59.12,15.89,10.83,0
20230706:1411,262.92,55.3,16.07,10.9,0
20230706:1511,147.92,48.68,16.62,11.72,0
20230706:1611,59.72,40.52,16.78,10.9,0
20230706:1711,52.37,31.68,16.44,11.45,0
20230706:1811,31.24,22.7,16.3,12,0
20230706:1911,21.13,13.97,16.31,11.93,0
20230706:2011,6.03,5.83,16.2,11.17,0
20230706:2111,0,0,16.27,9.59,0
20230706:2211,0,0,16.02,8.07,0
20230706:2311,0,0,15.87,7.52,0
20230707:0011,0,0,15.71,6.9,0
20230707:0111,0,0,15.62,6.28,0
20230707:0211,0,0,15.54,5.66,0
20230707:0311,0,0,15.52,4.62,0
20230707:0411,0,0,15.51,3.38,0
20230707:0511,6.89,5.18,15.57,2.14,0
20230707:0611,22.39,13.27,15.88,0.55,0
20230707:0711,94.63,21.98,16.31,1.52,0
20230707:0811,268.74,30.95,16.81,4,0
20230707:0911,283.38,39.81,17.34,7.86,0
20230707:1011,623.34,48.04,17.84,11.72,0
20230707:1111,524.12,54.8,18.45,11.03,0
20230707:1211,939.2,58.86,18.93,9.93,0
20230707:1311,630.87,59.02,19.18,9.86,0
20230707:1411,580.16,55.22,18.76,10.07,0
20230707:1511,724.36,48.61,19.3,9.72,0
20230707:1611,444.74,40.46,18.85,9.45,0
20230707:1711,256.42,31.63,19,9.86,0
20230707:1811,158.06,22.65,18.81,10.34,0
20230707:1911,48.69,13.91,18.44,10.83,0
20230707:2011,4.31,5.76,18.07,11.1,0
20230707:2111,0,0,17.71,11.66,0
20230707:2211,0,0,17.12,11.93,0
20230707:2311,0,0,17.12,11.86,0
20230708:0011,0,0,16.91,11.45,0
20230708:0111,0,0,16.75,11.03,0
20230708:0211,0,0,16.8,10.9,0
20230708:0311,0,0,16.98,11.31,0
20230708:0411,0,0,17.23,11.52,0
20230708:0511,24.98,5.07,16.89,12,0
20230708:0611,77.51,13.17,16.27,12.48,0
20230708:0711,95.55,21.87,15.64,12.97,0
20230708:0811,345.44,30.85,14.17,12.55,0
20230708:0911,370.12,39.71,15.12,11.24,0
20230708:1011,738.47,47.93,15.69,9.79,0
20230708:1111,848.15,54.68,16.1,9.45,0
20230708:1211,914.38,58.75,16.2,9.45,0
20230708:1311,848.43,58.92,16.45,8.55,0
20230708:1411,951.91,55.13,16.78,7.66,0
20230708:1511,619.92,48.54,16.82,7.17,0
20230708:1611,589.61,40.4,16.81,6.41,0
20230708:1711,433.09,31.57,16.82,5.66,0
20230708:1811,181.17,22.59,16.45,4.9,0
20230708:1911,86.95,13.85,16.26,3.86,0
20230708:2011,4.31,5.69,15.9,3.1,0
20230708:2111,0,0,15.02,3.17,0
20230708:2211,0,0,15.07,3.03,0
20230708:2311,0,0,15.01,3.93,0
20230709:0011,0,0,14.85,4.55,0
20230709:0111,0,0,14.53,4.69,0
20230709:0211,0,0,14.16,4.69,0
20230709:0311,0,0,13.88,4.41,0
20230709:0411,0,0,13.66,4.55,0
20230709:0511,3.44,4.95,13.47,4.76,0
20230709:0611,24.98,13.05,13.78,5.1,0
20230709:0711,160.87,21.76,14.03,5.45,0
20230709:0811,273.96,30.73,14.18,5.38,0
20230709:0911,441.82,39.59,14.44,5.03,0
20230709:1011,238.65,47.81,14.83,4.21,0
20230709:1111,499.44,54.56,14.67,4.34,0
20230709:1211,993.23,58.63,14.52,5.1,0
20230709:1311,1013.45,58.81,15.02,4.9,0
20230709:1411,964.46,55.04,15.54,5.52,0
20230709:1511,841.7,48.46,15.73,6,0
20230709:1611,668.8,40.33,15.69,4.9,0
20230709:1711,475.68,31.51,15.86,4.9,0
20230709:1811,261.09,22.52,15.85,4.55,0
20230709:1911,62.56,13.78,15.8,4.55,0
20230709:2011,4.31,5.62,15.45,4.07,0
20230709:2111,0,0,14.91,3.03,0
20230709:2211,0,0,13.96,4.07,0
20230709:2311,0,0,13.58,4.9,0
20230710:0011,0,0,13.58,4.69,0
20230710:0111,0,0,13.64,5.03,0
20230710:0211,0,0,13.6,5.1,0
20230710:0311,0,0,13.73,4.83,0
20230710:0411,0,0,13.64,4.48,0
20230710:0511,3.44,4.83,13.47,4.34,0
20230710:0611,75.79,12.94,13.51,4.48,0
20230710:0711,147.35,21.64,13.58,4.14,0
20230710:0811,287.16,30.62,14.02,3.24,0
20230710:0911,511.1,39.48,14.82,2.62,0
20230710:1011,363.56,47.69,15.32,3.03,0
20230710:1111,382.88,54.44,15.67,2.83,0
20230710:1211,447.24,58.51,16.16,3.1,0
20230710:1311,481.29,58.69,16.29,3.24,0
20230710:1411,510.06,54.94,16.16,3.93,0
20230710:1511,693.89,48.38,15.6,4.76,0
20230710:1611,424.35,40.26,15.7,4.83,0
20230710:1711,234.93,31.43,15.76,4.34,0
20230710:1811,179.59,22.45,15.92,3.52,0
20230710:1911,34.91,13.71,15.79,2.9,0
20230710:2011,4.31,5.53,15.42,2.21,0
20230710:2111,0,0,15.18,1.72,0
20230710:2211,0,0,15.02,2.48,0
20230710:2311,0,0,14.91,2.62,0
20230711:0011,0,0,14.79,3.03,0
20230711:0111,0,0,14.61,3.1,0
20230711:0211,0,0,14.43,3.31,0
20230711:0311,0,0,14.25,4.28,0
20230711:0411,0,0,13.97,5.1,0
20230711:0511,23.25,4.71,14.06,4.97,0
20230711:0611,76.65,12.81,14.06,4.76,0
20230711:0711,175.93,21.52,14.39,4.62,0
20230711:0811,384.86,30.5,14.79,4.83,0
20230711:0911,527.08,39.36,15.25,5.17,0
20230711:1011,457.98,47.56,15.56,5.45,0
20230711:1111,398.35,54.31,15.73,6.07,0
20230711:1211,684.32,58.37,16.26,6.55,0
20230711:1311,784.85,58.57,15.87,7.17,0
20230711:1411,507.34,54.83,15.84,7.66,0
20230711:1511,466.82,48.29,15.86,7.79,0
20230711:1611,588.75,40.18,15.61,7.72,0
20230711:1711,176.05,31.36,15.19,7.86,0
20230711:1811,67.99,22.38,14.91,7.59,0
20230711:1911,21.13,13.62,14.63,7.59,0
20230711:2011,11.2,5.45,14.42,7.86,0
20230711:2111,0,0,14.34,7.93,0
20230711:2211,0,0,14.39,7.59,0
20230711:2311,0,0,14.27,7.93,0
20230712:0011,0,0,14.33,7.45,0
20230712:0111,0,0,14.43,7.17,0
20230712:0211,0,0,14.33,6.62,0
20230712:0311,0,0,14.07,6.55,0
20230712:0411,0,0,13.88,6.9,0
20230712:0511,18.95,4.58,13.86,6.9,0
20230712:0611,74.07,12.69,13.85,6.62,0
20230712:0711,160.46,21.4,13.94,7.17,0
20230712:0811,268.29,30.38,14.23,7.38,0
20230712:0911,262.29,39.23,14.34,7.31,0
20230712:1011,259.64,47.44,14.71,6.14,0
20230712:1111,253.29,54.17,14.78,5.59,0
20230712:1211,492.28,58.24,14.97,5.79,0
20230712:1311,671.31,58.44,14.97,6.28,0
20230712:1411,729.98,54.72,14.93,6.34,0
20230712:1511,688.14,48.19,14.86,6.21,0
20230712:1611,422.55,40.09,15.19,5.93,0
20230712:1711,316.6,31.27,15.17,5.66,0
20230712:1811,225.1,22.29,15.08,5.17,0
20230712:1911,54.21,13.54,15.05,4.69,0
20230712:2011,7.75,5.35,14.79,4.41,0
20230712:2111,0,0,14.35,4,0
20230712:2211,0,0,14.17,3.31,0
20230712:2311,0,0,13.93,2.9,0
20230713:0011,0,0,13.74,2.9,0
20230713:0111,0,0,13.51,2.97,0
20230713:0211,0,0,13.45,2.76,0
20230713:0311,0,0,13.56,2.83,0
20230713:0411,0,0,13.37,2.9,0
20230713:0511,12.06,4.44,13.56,3.03,0
20230713:0611,61.15,12.56,14.23,3.17,0
20230713:0711,102.39,21.27,14.5,2.9,0
20230713:0811,158.62,30.25,14.8,2.83,0
20230713:0911,217.51,39.1,15.02,3.24,0
20230713:1011,228.33,47.3,15.19,3.38,0
20230713:1111,272.32,54.03,15.43,3.59,0
20230713:1211,416.3,58.09,15.41,4.41,0
20230713:1311,443.93,58.31,15.54,5.38,0
20230713:1411,301.17,54.6,15.8,6,0
20230713:1511,165.38,48.09,15.89,6.48,0
20230713:1611,179.16,40,15.61,6.28,0
20230713:1711,148.03,31.19,15.63,5.86,0
20230713:1811,139.04,22.2,15.61,5.66,0
20230713:1911,60.73,13.44,15.25,5.86,0
20230713:2011,4.31,5.25,15.1,6,0
20230713:2111,0,0,14.82,5.72,0
20230713:2211,0,0,14.65,5.52,0
20230713:2311,0,0,14.76,5.31,0
20230714:0011,0,0,14.82,5.66,0
20230714:0111,0,0,14.77,5.93,0
20230714:0211,0,0,14.52,5.72,0
20230714:0311,0,0,14.27,5.66,0
20230714:0411,0,0,14.06,5.52,0
20230714:0511,11.2,4.31,13.96,5.38,0
20230714:0611,31.87,12.42,14.03,5.72,0
20230714:0711,49.61,21.14,14.12,6.34,0
20230714:0811,83.61,30.12,14.21,6.76,0
20230714:0911,48.69,38.97,14.35,7.17,0
20230714:1011,58.8,47.16,14.23,7.52,0
20230714:1111,73.5,53.89,14.32,7.1,0
20230714:1211,216.83,57.94,14.43,6,0
20230714:1311,247.52,58.16,14.43,5.79,0
20230714:1411,243.84,54.48,14.65,5.1,0
20230714:1511,386.09,47.98,14.91,5.66,0
20230714:1611,331.11,39.9,15.01,5.93,0
20230714:1711,232.45,31.09,15.05,4.97,0
20230714:1811,238.64,22.11,14.9,4.07,0
20230714:1911,22.97,13.34,15.11,3.93,0
20230714:2011,25.84,5.14,14.85,4.76,0
20230714:2111,0,0,14.58,5.31,0
20230714:2211,0,0,14.83,7.52,0
20230714:2311,0,0,14.97,6.62,0
20230715:0011,0,0,14.69,5.66,0
20230715:0111,0,0,14.49,5.52,0
20230715:0211,0,0,14.36,6.14,0
20230715:0311,0,0,14.38,6.55,0
20230715:0411,0,0,14.57,7.03,0
20230715:0511,9.47,4.17,14.43,7.79,0
20230715:0611,34.45,12.29,14.37,7.72,0
20230715:0711,76.26,21.01,14.4,7.66,0
20230715:0811,140.46,29.99,14.51,8.48,0
20230715:0911,125.87,38.83,14.67,8.9,0
20230715:1011,226.5,47.02,15.49,10.83,0
20230715:1111,296.1,53.74,15.49,11.03,0
20230715:1211,242.91,57.79,15.52,11.72,0
20230715:1311,180.08,58.02,15.33,11.66,0
20230715:1411,171.81,54.34,15.08,11.93,0
20230715:1511,196.62,47.86,15.26,11.52,0
20230715:1611,276.8,39.79,15.02,11.31,0
20230715:1711,244.62,30.99,14.98,11.24,0
20230715:1811,77.18,22.01,14.65,10.69,0
20230715:1911,62.56,13.24,14.62,10.34,0
20230715:2011,3.44,5.03,14.32,10.14,0
20230715:2111,0,0,14,9.86,0
20230715:2211,0,0,13.78,9.66,0
20230715:2311,0,0,13.51,9.52,0
20230716:0011,0,0,13.41,9.03,0
20230716:0111,0,0,13.17,8.69,0
20230716:0211,0,0,12.91,8.21,0
20230716:0311,0,0,12.99,7.93,0
20230716:0411,0,0,13.11,7.45,0
20230716:0511,2.58,4.02,13.22,6.97,0
20230716:0611,60.29,12.15,13.44,6.69,0
20230716:0711,171.93,20.87,13.8,6,0
20230716:0811,270.06,29.85,14.15,5.59,0
20230716:0911,320.43,38.69,14.41,5.31,0
20230716:1011,432.8,46.87,13.94,5.52,0
20230716:1111,747.53,53.58,14.26,5.79,0
20230716:1211,553,57.63,14.46,5.93,0
20230716:1311,853.26,57.86,14.56,5.93,0
20230716:1411,852.35,54.21,14.27,6.34,0
20230716:1511,645.11,47.74,14.73,6.9,0
20230716:1611,547.42,39.68,14.62,6.21,0
20230716:1711,162.09,30.88,14.4,5.79,0
20230716:1811,218.73,21.9,14.52,6.07,0
20230716:1911,13.78,13.13,14.18,5.86,0
20230716:2011,16.36,4.91,13.38,5.59,0
20230716:2111,0,0,13.02,4.69,0
20230716:2211,0,0,12.94,4.76,0
20230716:2311,0,0,12.74,4.41,0
20230717:0011,0,0,12.68,4.21,0
20230717:0111,0,0,12.73,3.93,0
20230717:0211,0,0,12.67,4.14,0
20230717:0311,0,0,12.58,4.14,0
20230717:0411,0,0,12.38,3.66,0
20230717:0511,15.5,3.87,12.44,3.31,0
20230717:0611,68.9,12,13.08,3.24,0
20230717:0711,134.94,20.73,13.76,3.03,0
20230717:0811,216.22,29.71,14.23,3.1,0
20230717:0911,417.14,38.55,14.58,3.59,0
20230717:1011,414.66,46.72,15.02,3.17,0
20230717:1111,484.61,53.42,14.96,4,0
20230717:1211,868.35,57.46,15.18,4.62,0
20230717:1311,880.8,57.7,15.34,5.24,0
20230717:1411,943.44,54.06,15.47,5.52,0
20230717:1511,811.33,47.61,15.45,5.52,0
20230717:1611,621.87,39.56,15.41,5.38,0
20230717:1711,419.06,30.77,15.46,4.97,0
20230717:1811,109.02,21.79,15.4,4.48,0
20230717:1911,40.43,13.01,15.21,3.93,0
20230717:2011,12.06,4.79,15.08,3.31,0
20230717:2111,0,0,14.54,2.9,0
20230717:2211,0,0,14.39,3.66,0
20230717:2311,0,0,14.35,4.21,0
20230718:0011,0,0,14.19,5.17,0
20230718:0111,0,0,14.04,5.59,0
20230718:0211,0,0,13.7,4.97,0
20230718:0311,0,0,13.5,5.03,0
20230718:0411,0,0,13.4,4.9,0
20230718:0511,14.64,3.72,13.42,4.28,0
20230718:0611,65.45,11.85,13.51,4.07,0
20230718:0711,93.2,20.59,13.58,4.14,0
20230718:0811,101.06,29.57,13.78,3.66,0
20230718:0911,322.22,38.4,14.46,3.38,0
20230718:1011,457.56,46.57,14.5,3.66,0
20230718:1111,755.47,53.25,15.45,3.38,0
20230718:1211,826.8,57.29,16.51,2.83,0
20230718:1311,850.96,57.53,17.44,3.45,0
20230718:1411,955.93,53.91,17.77,4.62,0
20230718:1511,863.17,47.48,17.69,5.52,0
20230718:1611,573.13,39.44,17.38,6.14,0
20230718:1711,287.24,30.65,16.86,6.76,0
20230718:1811,99.07,21.67,16.5,6.76,0
20230718:1911,13.78,12.89,16.17,6.34,0
20230718:2011,3.44,4.66,15.57,5.86,0
20230718:2111,0,0,14.76,5.38,0
20230718:2211,0,0,14.42,5.24,0
20230718:2311,0,0,14.09,4.9,0
20230719:0011,0,0,13.85,4.76,0
20230719:0111,0,0,13.61,4.83,0
20230719:0211,0,0,13.5,4.83,0
20230719:0311,0,0,13.47,4.76,0
20230719:0411,0,0,13.4,4.62,0
20230719:0511,4.31,3.56,13.64,4.34,0
20230719:0611,69.76,11.7,13.95,4.34,0
20230719:0711,168.89,20.44,14.34,4.62,0
20230719:0811,346,29.42,14.79,4.69,0
20230719:0911,580.74,38.25,15.02,4.83,0
20230719:1011,630.2,46.41,15.12,4.76,0
20230719:1111,755.95,53.08,15.39,4.83,0
20230719:1211,893.41,57.11,15.45,4.97,0
20230719:1311,837.4,57.36,15.55,4.97,0
20230719:1411,901.75,53.75,15.54,5.03,0
20230719:1511,848.3,47.34,15.75,5.45,0
20230719:1611,665.63,39.31,15.55,5.45,0
20230719:1711,474.68,30.53,15.49,5.38,0
20230719:1811,249.47,21.54,15.42,5.24,0
20230719:1911,78.58,12.76,15.22,5.03,0
20230719:2011,13.78,4.52,14.88,4.69,0
20230719:2111,0,0,14.25,4.07,0
20230719:2211,0,0,13.84,4.14,0
20230719:2311,0,0,13.46,3.59,0
20230720:0011,0,0,13.2,3.45,0
20230720:0111,0,0,13.04,3.52,0
20230720:0211,0,0,12.71,3.79,0
20230720:0311,0,0,12.58,4.21,0
20230720:0411,0,0,12.44,4,0
20230720:0511,13.78,3.4,12.47,3.79,0
20230720:0611,65.45,11.55,12.69,4.07,0
20230720:0711,150.17,20.29,13.09,4.55,0
20230720:0811,238.63,29.27,13.5,4.83,0
20230720:0911,288.91,38.1,14.14,5.03,0
20230720:1011,269.8,46.25,14.3,4.9,0
20230720:1111,441.78,52.91,14.53,5.1,0
20230720:1211,454.96,56.92,14.81,5.31,0
20230720:1311,636.8,57.18,15.01,5.86,0
20230720:1411,769.28,53.59,15.08,6.34,0
20230720:1511,817.59,47.19,15.1,6.62,0
20230720:1611,665.51,39.17,15.01,6.41,0
20230720:1711,441.06,30.4,15.12,6.55,0
20230720:1811,248.43,21.41,15.05,6.28,0
20230720:1911,76.11,12.62,14.82,6,0
20230720:2011,9.47,4.38,14.26,5.66,0
20230720:2111,0,0,13.79,5.24,0
20230720:2211,0,0,13.57,5.52,0
20230720:2311,0,0,13.48,5.17,0
20230721:0011,0,0,13.35,5.17,0
20230721:0111,0,0,13.41,5.24,0
20230721:0211,0,0,13.43,5.17,0
20230721:0311,0,0,13.52,5.03,0
20230721:0411,0,0,13.63,4.76,0
20230721:0511,3.44,3.23,13.6,4.28,0
20230721:0611,18.09,11.39,13.73,4.76,0
20230721:0711,51.45,20.13,14.05,5.59,0
20230721:0811,118.52,29.11,14.32,5.86,0
20230721:0911,165.38,37.94,14.44,6.69,0
20230721:1011,232.32,46.08,14.62,6.69,0
20230721:1111,298.48,52.73,14.65,5.72,0
20230721:1211,290.86,56.74,14.73,6.55,0
20230721:1311,210.4,56.99,15.06,7.86,0
20230721:1411,103.82,53.42,15.15,9.24,0
20230721:1511,126.79,47.03,15.13,9.72,0
20230721:1611,112.09,39.03,14.82,10,0
20230721:1711,193.94,30.26,14.82,8.62,0
20230721:1811,24.81,21.27,15.07,8.34,0
20230721:1911,12.86,12.48,15.12,8.07,0
20230721:2011,4.31,4.23,15.42,7.72,0
20230721:2111,0,0,15.57,7.38,0
20230721:2211,0,0,15.6,7.24,0
20230721:2311,0,0,15.7,6.48,0
20230722:0011,0,0,15.82,5.72,0
20230722:0111,0,0,15.74,5.38,0
20230722:0211,0,0,15.66,4.69,0
20230722:0311,0,0,15.53,4.07,0
20230722:0411,0,0,15.5,3.79,0
20230722:0511,2.58,3.06,15.53,3.93,0
20230722:0611,52.54,11.23,15.51,3.66,0
20230722:0711,112.24,19.97,15.63,3.38,0
20230722:0811,148.58,28.96,15.85,3.52,0
20230722:0911,163.54,37.78,16.2,3.93,0
20230722:1011,180.08,45.91,16.61,3.52,0
20230722:1111,234.62,52.55,16.5,3.1,0
20230722:1211,133.22,56.54,16.52,3.03,0
20230722:1311,147.92,56.8,16.37,2.97,0
20230722:1411,112.09,53.24,16.33,3.38,0
20230722:1511,128.63,46.88,16.16,3.24,0
20230722:1611,147.92,38.88,16,4.07,0
20230722:1711,61.56,30.12,15.95,4.97,0
20230722:1811,75.34,21.13,15.81,5.79,0
20230722:1911,26.64,12.33,15.7,6.07,0
20230722:2011,2.58,4.07,15.43,6.28,0
20230722:2111,0,0,15.26,6.28,0
20230722:2211,0,0,15.18,6.14,0
20230722:2311,0,0,15.08,6.14,0
20230723:0011,0,0,15.17,5.93,0
20230723:0111,0,0,15.3,5.59,0
20230723:0211,0,0,15.36,5.31,0
20230723:0311,0,0,15.43,4.41,0
20230723:0411,0,0,15.49,3.86,0
20230723:0511,2.58,2.89,15.47,3.31,0
20230723:0611,43.06,11.06,15.66,2.97,0
20230723:0711,115.38,19.81,15.86,3.72,0
20230723:0811,134.05,28.8,15.96,4.83,0
20230723:0911,214.02,37.61,16.06,5.79,0
20230723:1011,220.12,45.74,15.83,5.93,0
20230723:1111,399.22,52.36,15.68,6.07,0
20230723:1211,522.45,56.34,15.52,6.55,0
20230723:1311,201.21,56.6,15.49,6.9,0
20230723:1411,179.16,53.06,15.49,6.55,0
20230723:1511,168.13,46.71,15.72,6.97,0
20230723:1611,320.71,38.73,16.21,6.55,0
20230723:1711,291.07,29.97,16.68,6.21,0
20230723:1811,51.45,20.98,17.04,6.14,0
20230723:1911,25.73,12.18,17.02,6.14,0
20230723:2011,4.31,3.91,16.41,6,0
20230723:2111,0,0,15.9,5.59,0
20230723:2211,0,0,15.12,6,0
20230723:2311,0,0,14.67,5.93,0
20230724:0011,0,0,14.33,5.66,0
20230724:0111,0,0,14.06,5.59,0
20230724:0211,0,0,13.81,5.79,0
20230724:0311,0,0,13.65,6.07,0
20230724:0411,0,0,13.57,6.28,0
20230724:0511,11.2,2.71,13.46,6.28,0
20230724:0611,48.23,10.89,13.53,6.62,0
20230724:0711,162.29,19.65,13.89,6.83,0
20230724:0811,366.88,28.63,14.33,6.41,0
20230724:0911,586.07,37.45,14.8,6,0
20230724:1011,766.68,45.56,14.61,4.76,0
20230724:1111,890.97,52.17,14.93,4.9,0
20230724:1211,715.4,56.14,15.27,5.24,0
20230724:1311,765.91,56.4,15.4,5.86,0
20230724:1411,481.62,52.87,15.36,6.21,0
20230724:1511,706.69,46.54,15.31,6.21,0
20230724:1611,593.22,38.57,15.05,6.14,0
20230724:1711,440.47,29.81,14.93,5.79,0
20230724:1811,136.45,20.83,14.63,5.52,0
20230724:1911,39.51,12.02,14.27,5.03,0
20230724:2011,2.58,3.75,13.81,4.48,0
20230724:2111,0,0,13.32,3.66,0
20230724:2211,0,0,13.22,3.38,0
20230724:2311,0,0,12.76,2.55,0
20230725:0011,0,0,12.41,1.86,0
20230725:0111,0,0,12.1,1.59,0
20230725:0211,0,0,12.19,0.83,0
20230725:0311,0,0,12.08,0.48,0
20230725:0411,0,0,12.02,0.48,0
20230725:0511,7.75,2.53,12.13,0.97,0
20230725:0611,61.15,10.72,12.13,1.17,0
20230725:0711,161.23,19.48,13.27,1.45,0
20230725:0811,363.87,28.47,14.29,2.14,0
20230725:0911,555.22,37.28,15.05,3.1,0
20230725:1011,751.14,45.38,15.55,4.28,0
20230725:1111,924.95,51.97,15.64,4.76,0
20230725:1211,757.28,55.93,15.79,4.76,0
20230725:1311,870.03,56.19,15.88,4.76,0
20230725:1411,935.63,52.67,16.07,5.24,0
20230725:1511,779.02,46.36,15.98,5.31,0
20230725:1611,661.68,38.4,15.97,5.1,0
20230725:1711,466.97,29.65,15.79,4.83,0
20230725:1811,222.77,20.67,15.77,4.28,0
20230725:1911,62.84,11.86,15.54,3.93,0
20230725:2011,2.58,3.57,15.2,3.52,0
20230725:2111,0,0,14.63,3.86,0
20230725:2211,0,0,14.65,3.38,0
20230725:2311,0,0,14.63,3.93,0
20230726:0011,0,0,14.51,4.9,0
20230726:0111,0,0,14.8,5.72,0
20230726:0211,0,0,14.95,6.9,0
20230726:0311,0,0,15.17,7.38,0
20230726:0411,0,0,15.36,7.1,0
20230726:0511,0.86,2.35,15.53,6.41,0
20230726:0611,52.54,10.55,15.57,5.72,0
20230726:0711,83.61,19.31,15.68,5.79,0
20230726:0811,77.18,28.3,15.96,6.28,0
20230726:0911,132.3,37.1,15.87,7.72,0
20230726:1011,90.96,45.19,15.84,7.66,0
20230726:1111,173.65,51.77,15.86,6.9,0
20230726:1211,148.84,55.71,15.89,7.72,0
20230726:1311,181,55.98,15.98,8.34,0
